word	k	p	sqrt_kp	sum	DF	DFtoWF	cluster	pq
raised	0.452735288212549	0.57594866322379	0.732588632086365	6	4	0.666666666666667	10	1.35820504093292
arms	0.731846560390579	0.467579928518873	0.868464378952434	15	8	0.533333333333333	8	0.878216193499474
here	0.507043366135554	0.0806819852686992	0.513422397143883	104	13	0.125	7	0.0877628676647667
light	0.247926345144776	0.141841987279007	0.285633719949351	27	7	0.259259259259259	4	0.165286561654611
fancy	0.405806657584236	0.448005778349006	0.604473507090086	9	5	0.555555555555556	8	0.811613166907865
dressed	0.379145423865327	0.274914057686178	0.468325732318328	18	7	0.388888888888889	6	0.379146859210786
great	2.35684961849373	0.454097511552919	2.40019679905473	51	15	0.294117647058824	1	0.831828982580171
front	14.0382733797854	0.976792119226105	14.0722152602131	6	5	0.833333333333333	11	42.0888115008253
glass	0.266754772701338	0.166714548977169	0.314566129135995	24	7	0.291666666666667	4	0.200068954489163
round	0.633673498775122	0.171764650777841	0.656540324966211	55	12	0.218181818181818	3	0.207386283306012
side	0.885878191299038	0.380153007489574	0.964000248403818	26	11	0.423076923076923	6	0.613301366438717
royal	0.233450826364361	0.456644535850779	0.512858187467624	5	3	0.6	10	0.840415834532531
borne	37.9895585727088	0.991264226683647	38.0024889358101	6	6	1	12	113.471834809185
over	1.24655228270754	0.165671120848623	1.2575132260961	113	17	0.150442477876106	3	0.198568124619075
master	0.288283948826021	0.214520990627584	0.359342302784635	19	7	0.368421052631579	6	0.273108495666845
quite	1.23707301511074	0.172259422209525	1.2490087883018	107	18	0.168224299065421	3	0.208107983142913
answered	0.431666221961901	0.326882999862072	0.541468579680934	16	7	0.4375	6	0.485625827003463
handsome	28.7975307981009	0.982914526958797	28.8143002870949	9	7	0.777777777777778	12	57.5292545069366
carry	0.143316217396424	0.269288444198139	0.305050494750416	7	3	0.428571428571429	6	0.368529061925988
train	0.0783946326547813	0.220092213582539	0.233637113722841	5	2	0.4	6	0.282202867333254
felt	0.810432265894359	0.350771356379369	0.883086067186482	27	10	0.37037037037037	6	0.540289403164933
ground	1.61833408654738	0.691431320117864	1.75985297287048	13	8	0.615384615384615	10	2.24076960883383
means	0.334737463226586	0.462586439213901	0.570995081442884	7	4	0.571428571428571	10	0.860764359085496
walked	12.4776359905951	0.945306178720769	12.5133929725443	13	9	0.692307692307692	11	17.283600900633
under	0.949728414779385	0.370866803395063	1.01957160008497	29	11	0.379310344827586	1	0.589488530245127
high	1.01100129003267	0.323819087585355	1.06159427745836	38	12	0.315789473684211	1	0.47889415634197
midst	14.0382733797854	0.976792119226105	14.0722152602131	6	5	0.833333333333333	11	42.0888115008253
streets	0.839464079922976	0.683406065314859	1.08247115046548	7	5	0.714285714285714	10	2.15862020854733
standing	0.496741427788571	0.320004670347982	0.590893421122582	19	8	0.421052631578947	6	0.470598335597012
those	0.553453939259671	0.216748269865241	0.594382936642382	36	11	0.305555555555556	4	0.276728746999319
windows	0.680489912539536	0.328838695616525	0.755778677128988	25	10	0.4	6	0.489954789510093
our	0.4207306347885	0.11044181743649	0.43498466879674	61	12	0.19672131147541	5	0.124153562522714
short	0.590554104609657	0.449851764592297	0.742375080790107	13	7	0.538461538461538	8	0.817691915814148
allow	0.452735288212549	0.57594866322379	0.732588632086365	6	4	0.666666666666667	10	1.35820504093292
because	4.62258771569505	0.830348905104435	4.69657284554418	17	11	0.647058823529412	9	4.89445061121231
none	1.06538428699859	0.680589016530427	1.2642171840334	9	6	0.666666666666667	10	2.13076272186257
ones	0.87225887314749	0.547048611601988	1.02961047257698	13	7	0.538461538461538	8	1.20774243244243
child	0.512575119599139	0.167065594130712	0.539114242043669	46	12	0.260869565217391	4	0.200574730679248
listen	28.7975307981009	0.982914526958797	28.8143002870949	9	7	0.777777777777778	12	57.5292545069366
voice	0.452735288212549	0.57594866322379	0.732588632086365	6	4	0.666666666666667	10	1.35820504093292
father	2.07255254600769	0.713221118936743	2.19183904985297	15	10	0.666666666666667	9	2.48700711953549
right	81.5822168937423	0.979310388254284	81.5880944877018	31	15	0.483870967741935	12	47.3334347831366
took	0.766713786013528	0.212975231096997	0.795743978126142	51	12	0.235294117647059	3	0.270608041210511
greater	0.452735288212549	0.57594866322379	0.732588632086365	6	4	0.666666666666667	10	1.35820504093292
hold	0.940768142169823	0.547420960936272	1.08844586718589	14	8	0.571428571428571	10	1.20955880340537
swineherd	0.0145641494554856	0.018390033715371	0.0234586399736686	14	1	0.0714285714285714	7	0.0187345629598453
prince	0.0681072368958889	0.0606186758979634	0.0911768588251156	19	3	0.157894736842105	5	0.0645304248047611
kingdom	0.374745519942355	0.402799531097462	0.550165127002067	10	5	0.5	8	0.674479596169235
small	0.782275298233987	0.468102107288751	0.911632724881705	16	8	0.5	8	0.880060089921936
enough	1.01261432222833	0.283791847814403	1.05162996270925	46	14	0.304347826086957	1	0.396242135681334
marry	1.33574707310293	0.774508645421316	1.54404788952137	7	5	0.714285714285714	9	3.43475982424441
upon	0.749153049191658	0.272503663941802	0.797175349578037	36	12	0.333333333333333	4	0.374577369582797
daughter	0.508749391227793	0.413291149124189	0.655465877844943	13	6	0.461538461538462	8	0.704422898184078
name	0.837750993007338	0.470067004208998	0.960619443240039	17	8	0.470588235294118	8	0.887031017020094
far	0.340765331390655	0.156738349550273	0.375083885680959	33	9	0.272727272727273	4	0.185871549437451
hundred	0.875890862966523	0.512449370891068	1.0147852785466	15	8	0.533333333333333	8	1.05106903836355
thank	0.572215818866319	0.631898852497187	0.852482904900804	6	4	0.666666666666667	10	1.71664461462283
princess	0.158743383045439	0.0328974896539859	0.162116336271966	84	7	0.0833333333333333	7	0.0340165487133476
happened	0.986621929778373	0.483122645009414	1.09855829269115	19	9	0.473684210526316	8	0.934694933613824
lay	0.890885508994687	0.320489002358361	0.946778849979963	34	12	0.352941176470588	1	0.471646527386127
grew	1.29897887605941	0.357617670467148	1.34730713598605	42	14	0.333333333333333	1	0.556705335788443
rose	0.32090678097995	0.135038245455661	0.348161585782603	37	9	0.243243243243243	5	0.156120481334807
tree	0.228800249909631	0.0370714421446373	0.231784050748521	107	10	0.0934579439252336	7	0.0384986423366682
even	0.881092783593684	0.278927263227055	0.92418878562348	41	13	0.317073170731707	4	0.386822644932261
flower	0.241515166137187	0.116401621064243	0.268102429792526	33	7	0.212121212121212	5	0.131735892504061
smelt	1.33574707310293	0.774508645421316	1.54404788952137	7	5	0.714285714285714	9	3.43475982424441
sweet	0.576081683062881	0.31074804077722	0.654549043546351	23	9	0.391304347826087	6	0.450848251672187
forgotten	0.311931617904352	0.272367101217442	0.414107681737515	15	6	0.4	6	0.37431938780277
its	0.756882611746276	0.22108369749619	0.78851080478485	48	13	0.270833333333333	4	0.28383498558898
fragrance	0.334737463226586	0.462586439213901	0.570995081442884	7	4	0.571428571428571	10	0.860764359085496
nightingale	0.0783946326547813	0.220092213582539	0.233637113722841	5	2	0.4	6	0.282202867333254
sing	2.0381452910961	0.723792212778006	2.16284798238233	14	8	0.571428571428571	9	2.62046273227003
manner	0.374146948609892	0.341260312728535	0.506403534937969	13	6	0.461538461538462	8	0.518050330536565
seemed	0.65017462730886	0.256069530760473	0.698783693699348	34	11	0.323529411764706	4	0.344211645239153
her	0.41293211818807	0.0209297457837716	0.413462197171469	348	15	0.0431034482758621	7	0.0213771644002467
silver	0.219629457170784	0.233189242045139	0.320334701621164	13	5	0.384615384615385	6	0.304102726293345
brought	0.564924364014734	0.374278908044473	0.677660857704217	17	8	0.470588235294118	8	0.598156131951319
playing	14.0382733797854	0.976792119226105	14.0722152602131	6	5	0.833333333333333	11	42.0888115008253
ladies	0.218020111732957	0.151379849892841	0.265421604383724	22	6	0.272727272727273	4	0.178383520440476
she	0.48749369894834	0.0161868458237357	0.487762360675828	534	16	0.0299625468164794	7	0.0164531707621746
saw	0.663297618916224	0.21343525380887	0.696791460071368	44	11	0.25	3	0.271351156840439
hands	0.441794175171044	0.204155953134661	0.486684442339577	31	9	0.290322580645161	4	0.256527587206047
joy	0.610433106568724	0.407139708595069	0.733751538267567	16	8	0.5	8	0.686738030017578
ah	0.341191728922636	0.290494032908265	0.448105544532229	15	6	0.4	6	0.409431416199358
pretty	0.335393115984231	0.182740066862299	0.38194564310442	27	8	0.296296296296296	4	0.223600912577112
touched	0.233450826364361	0.456644535850779	0.512858187467624	5	3	0.6	10	0.840415834532531
almost	0.626017146876815	0.349207117930317	0.716828486736532	21	9	0.428571428571429	6	0.536587180885802
cry	0.119472985265935	0.211865900447469	0.243230248901676	8	3	0.375	6	0.268819608957102
let	0.605196909817959	0.214046857838753	0.641934075278645	40	11	0.275	4	0.272340482347532
us	0.297221857837772	0.120626338054402	0.32076712145878	39	9	0.230769230769231	5	0.137173016744121
get	0.675821946710986	0.228813980470456	0.713506230747119	41	12	0.292682926829268	4	0.296704004839251
bad	0.839464079922976	0.683406065314859	1.08247115046548	7	5	0.714285714285714	10	2.15862020854733
humor	31.4359949556921	0.99122093223154	31.4516183652096	5	5	1	12	112.907310704752
forth	0.436833333102043	0.263302647299167	0.510050629823932	22	8	0.363636363636364	6	0.357409520115504
sang	0.507170681725832	0.284138286079131	0.581340404598056	23	8	0.347826086956522	4	0.396917841188723
delightfully	1.67358473733949	0.857650117183976	1.88054502646477	5	4	0.8	9	6.02494431479385
first	0.598205642865783	0.163724883768354	0.620206279169621	55	12	0.218181818181818	3	0.195778734283184
ill	0.266327474280041	0.285455305740965	0.390403707887173	12	5	0.416666666666667	6	0.399492583227386
used	3.54000380427359	0.87623542816513	3.64683636318429	9	7	0.777777777777778	9	7.07985665990284
neighbor	0.195134009831308	0.20056688239102	0.27982915520885	14	5	0.357142857142857	4	0.250886381828782
bird	0.115847021939191	0.115304746795901	0.163449432932165	16	4	0.25	5	0.130332729127123
box	0.227503016186088	0.312718208781434	0.386717339250823	9	4	0.444444444444444	6	0.455007265981801
blessed	37.9895585727088	0.991264226683647	38.0024889358101	6	6	1	12	113.471834809185
tones	0.333510389698072	0.375124264085012	0.501943615899118	10	5	0.5	8	0.600318179318849
wept	0.386614305270742	0.278819656712738	0.476666573203311	18	7	0.388888888888889	6	0.38661571867285
remembrance	0.26459137312342	0.487843091734986	0.554977005726261	5	3	0.6	10	0.952526625849109
real	0.576081683062881	0.31074804077722	0.654549043546351	23	9	0.391304347826087	6	0.450848251672187
fly	0.670744316959342	0.445951016719553	0.805462753978393	15	8	0.533333333333333	8	0.804894567406549
face	7.23014205973196	0.902893527303768	7.28630022202984	14	9	0.642857142857143	9	9.29797470996803
brown	0.382727753965147	0.496007471728373	0.626501353283118	7	4	0.571428571428571	10	0.984156398963616
black	0.984622297086427	0.349410627165941	1.04478172567108	33	12	0.363636363636364	1	0.537067836881288
pulled	0.374146948609892	0.341260312728535	0.506403534937969	13	6	0.461538461538462	8	0.518050330536565
cap	0.178553686469762	0.348815328086229	0.391859097201846	6	3	0.5	8	0.535662682386385
ears	0.26459137312342	0.487843091734986	0.554977005726261	5	3	0.6	10	0.952526625849109
knocked	1.67358473733949	0.857650117183976	1.88054502646477	5	4	0.8	9	6.02494431479385
door	0.75163395458075	0.21296453796986	0.781221797002242	50	12	0.24	3	0.270590777981621
palace	0.354936249249122	0.191348919920491	0.403229649437853	27	9	0.333333333333333	4	0.236627297773074
why	0.699348019613823	0.533666181142111	0.879708613935649	11	6	0.545454545454545	8	1.14438661654247
want	0.52337763693287	0.485088510911901	0.713607044710294	10	6	0.6	10	0.942081350274366
dirty	0.178553686469762	0.348815328086229	0.391859097201846	6	3	0.5	8	0.535662682386385
room	0.812198594042356	0.253726997179713	0.850907718417346	43	12	0.27906976744186	4	0.339992196181341
close	0.877542992730688	0.396921175075074	0.963134530226027	24	10	0.416666666666667	6	0.658158036181232
evening	0.586041354999343	0.186542744434781	0.615014361841027	46	11	0.239130434782609	3	0.229320893210504
kitchen	0.0552703032594961	0.110606336594971	0.12364694948666	8	2	0.25	5	0.12436150733469
pot	0.116816286209263	0.110077101353982	0.160508607140612	17	4	0.235294117647059	5	0.123692851955445
bells	0.276898881260303	0.383865174446555	0.473313281660352	8	4	0.5	8	0.623021388381589
hung	0.876889431312802	0.387014981036047	0.958496567700908	25	10	0.4	6	0.631361238958444
played	1.50442486728497	0.711131307632271	1.66403182601781	11	7	0.636363636363636	10	2.46178047819388
weg	0.0170405842338398	0.0329224021484428	0.0370710948618243	9	1	0.111111111111111	7	0.034043185595016
dear	0.352456451495484	0.327964953773936	0.48144216797527	13	6	0.461538461538462	8	0.488017634817831
gone	0.723317992904219	0.302646082167426	0.784081354140168	30	10	0.333333333333333	4	0.433992086985145
walk	0.452735288212549	0.57594866322379	0.732588632086365	6	4	0.666666666666667	10	1.35820504093292
way	0.694665826190784	0.247585030714658	0.737467936598808	38	11	0.289473684210526	4	0.329053834415096
stood	1.05183545168396	0.182167420615331	1.06749369391713	85	15	0.176470588235294	3	0.222744147405319
play	0.595374294192703	0.572574881746525	0.826022121612071	8	5	0.625	10	1.33959109395853
been	1.29143530435342	0.212786190152107	1.30884800800164	86	15	0.174418604651163	3	0.270302918330691
ask	0.883528109993612	0.569946305131385	1.0514089175396	12	7	0.583333333333333	10	1.32529103210126
run	0.935578964604906	0.497642187613766	1.05969606298419	17	9	0.529411764705882	8	0.990613015949592
drew	0.362214866765754	0.317734908078074	0.481824741495821	14	6	0.428571428571429	6	0.465705943100534
wooden	0.445283547536463	0.381395809460317	0.58629361345707	13	6	0.461538461538462	8	0.6165425570874
lady	0.240773295512155	0.113057535887733	0.265995838788485	34	7	0.205882352941176	5	0.127468849967502
ten	0.119472985265935	0.211865900447469	0.243230248901676	8	3	0.375	6	0.268819608957102
kisses	0.0851725922384777	0.122329644194781	0.14906009632844	11	3	0.272727272727273	4	0.139379943034022
less	0.334737463226586	0.462586439213901	0.570995081442884	7	4	0.571428571428571	10	0.860764359085496
fellow	0.445496165985346	0.400566609222354	0.59909969314926	12	6	0.5	8	0.668242068902266
stay	0.754805730447093	0.629402697183845	0.982791659477261	8	5	0.625	10	1.69834667549126
keep	1.11393960387191	0.645739881164449	1.28757191457433	11	7	0.636363636363636	10	1.82278457786044
stand	1.27409384940336	0.620940677432269	1.41735050780586	14	8	0.571428571428571	10	1.638109500186
may	1.38760889755878	0.320312619709987	1.42409923352615	53	15	0.283018867924528	1	0.471264626942631
placed	25.4808389675704	0.974491184146818	25.4994664171475	12	9	0.75	12	38.2021333234583
spread	2.06092561761412	0.78766956052705	2.20631768744191	10	7	0.7	9	3.70964032515646
got	0.767811969004444	0.231035333791831	0.801818274428056	46	13	0.282608695652174	4	0.300449869733399
delightful	0.372735221246491	0.271528168605669	0.461149749543485	18	7	0.388888888888889	6	0.372736675467533
following	14.0382733797854	0.976792119226105	14.0722152602131	6	5	0.833333333333333	11	42.0888115008253
perfectly	0.233450826364361	0.456644535850779	0.512858187467624	5	3	0.6	10	0.840415834532531
fire	2.43365257275702	0.771150021451761	2.55290759732347	13	8	0.615384615384615	9	3.36967486885392
danced	0.482723654977557	0.265809454154074	0.551068773378221	24	9	0.375	6	0.362044234508374
interesting	0.289894158420348	0.42708066663664	0.51617489177704	7	4	0.571428571428571	10	0.745446421103362
since	31.4359949556921	0.99122093223154	31.4516183652096	5	5	1	12	112.907310704752
world	0.831485416639609	0.205118468941513	0.856412041242563	58	15	0.258620689655172	3	0.258049106598781
mind	0.298949075769865	0.277646897661702	0.407993075535387	14	6	0.428571428571429	6	0.384364511985819
stopped	0.163012092565516	0.328427591193852	0.366657367279023	6	3	0.5	8	0.489042710640385
art	0.341191728922636	0.290494032908265	0.448105544532229	15	6	0.4	6	0.409431416199358
rest	1.39407715926979	0.65873296771428	1.54187556201899	13	8	0.615384615384615	10	1.93025667701405
kiss	0.113700207302604	0.185273136361155	0.217379557911397	9	3	0.333333333333333	4	0.227405213489172
surely	1.67358473733949	0.857650117183976	1.88054502646477	5	4	0.8	9	6.02494431479385
remember	0.610433106568724	0.407139708595069	0.733751538267567	16	8	0.5	8	0.686738030017578
everything	0.39352764065136	0.191019863859241	0.437438672667871	30	9	0.3	4	0.236124294436328
whilst	31.4359949556921	0.99122093223154	31.4516183652096	5	5	1	12	112.907310704752
going	1.75847739264072	0.589954288010642	1.85480155336646	22	10	0.454545454545455	1	1.43875248724941
step	27.8448345579729	0.98624784895684	27.862295246093	7	6	0.857142857142857	12	71.7158970885041
balcony	0.0684375636330728	0.0675688792172945	0.096173039645798	17	3	0.176470588235294	5	0.0724652767494242
down	1.43372114190963	0.205132772504127	1.44832170705057	100	16	0.16	3	0.258071745076686
yard	0.827951206948913	0.598445164728503	1.02158691077905	10	6	0.6	10	1.49031990692849
moved	0.424067933387693	0.45891452021605	0.624848900929526	9	5	0.555555555555556	8	0.848136823777438
angry	0.839464079922976	0.683406065314859	1.08247115046548	7	5	0.714285714285714	10	2.15862020854733
rain	0.986621929778373	0.483122645009414	1.09855829269115	19	9	0.473684210526316	8	0.934694933613824
poured	1.60136300787704	0.782753747173583	1.7824328631708	8	6	0.75	9	3.60307133950437
alas	0.187302115377622	0.272518861610351	0.330679017112264	9	4	0.444444444444444	6	0.374606085614258
unhappy	14.0382733797854	0.976792119226105	14.0722152602131	6	5	0.833333333333333	11	42.0888115008253
creature	0.131063517226486	0.25206916372998	0.284106509695411	7	3	0.428571428571429	6	0.337022023302403
married	1.06538428699859	0.680589016530427	1.2642171840334	9	6	0.666666666666667	10	2.13076272186257
young	0.516165367991389	0.188492862788176	0.549505456238396	40	11	0.275	4	0.232275052362201
behind	0.408207310502742	0.301783639601368	0.507648080345952	17	7	0.411764705882353	6	0.43222080821634
color	14.0382733797854	0.976792119226105	14.0722152602131	6	5	0.833333333333333	11	42.0888115008253
threw	0.452735288212549	0.57594866322379	0.732588632086365	6	4	0.666666666666667	10	1.35820504093292
help	0.508749391227793	0.413291149124189	0.655465877844943	13	6	0.461538461538462	8	0.704422898184078
thee	0.590554104609657	0.449851764592297	0.742375080790107	13	7	0.538461538461538	8	0.817691915814148
thou	0.160782654246108	0.0408305716390905	0.165886097931076	68	7	0.102941176470588	7	0.0425686749721208
st	0.0827980659687237	0.229630699488581	0.244101982531434	5	2	0.4	6	0.298078725795717
sake	28.7975307981009	0.982914526958797	28.8143002870949	9	7	0.777777777777778	12	57.5292545069366
back	0.418360880855	0.146132857201006	0.44314855137245	44	11	0.25	4	0.171142382551435
travelled	31.4359949556921	0.99122093223154	31.4516183652096	5	5	1	12	112.907310704752
wrong	0.289894158420348	0.42708066663664	0.51617489177704	7	4	0.571428571428571	10	0.745446421103362
found	0.395521179726657	0.221654720778578	0.453395874325953	25	8	0.32	4	0.284776855074265
wife	0.664315725763538	0.374172711791044	0.762443835141842	20	8	0.4	6	0.597884941805402
arose	1.67358473733949	0.857650117183976	1.88054502646477	5	4	0.8	9	6.02494431479385
sky	0.479790637562602	0.489687017931162	0.685559940065813	9	5	0.555555555555556	8	0.959581737360359
besides	0.377840330539419	0.285748774700048	0.473725318749923	17	7	0.411764705882353	6	0.400067601676213
dark	0.924495648750958	0.442096710941716	1.02476421989887	21	10	0.476190476190476	8	0.792425353304432
open	0.93144456202934	0.482252931698778	1.04888362665555	18	9	0.5	8	0.931445026393093
outside	5.28709031617688	0.922452357256228	5.36695839026342	8	6	0.75	9	11.8952984851408
wind	56.0110976981627	0.984359374561082	56.0197467749669	16	12	0.75	12	62.9360621418457
sad	0.163012092565516	0.328427591193852	0.366657367279023	6	3	0.5	8	0.489042710640385
water	1.086607304156	0.402787803196303	1.15885868329528	29	11	0.379310344827586	1	0.674446713165002
hair	0.635174587315721	0.282767420180928	0.695272730867157	29	10	0.344827586206897	4	0.394247874590775
body	0.253351035688976	0.171698314228999	0.306050744801833	22	7	0.318181818181818	4	0.207289586848031
queen	0.175300545066724	0.0849277650537363	0.194789646484902	34	7	0.205882352941176	5	0.0928099026616446
mother	0.542961689526399	0.138095160696508	0.560247864521727	61	13	0.213114754098361	3	0.160220890287729
word	0.342041300482451	0.305444854905507	0.458572579450595	14	6	0.428571428571429	6	0.439770487718368
quietly	27.8448345579729	0.98624784895684	27.862295246093	7	6	0.857142857142857	12	71.7158970885041
bed	0.258901303481486	0.181614173850921	0.316249257845714	21	6	0.285714285714286	4	0.221917545548788
three	0.754490444301921	0.381690214059073	0.845543168650407	22	9	0.409090909090909	6	0.617312264398707
peas	0.0783946326547813	0.220092213582539	0.233637113722841	5	2	0.4	6	0.282202867333254
laid	1.30883950126668	0.54085366962982	1.41618626318294	20	10	0.5	8	1.17795489989818
twenty	0.0783946326547813	0.220092213582539	0.233637113722841	5	2	0.4	6	0.282202867333254
beds	1.67358473733949	0.857650117183976	1.88054502646477	5	4	0.8	9	6.02494431479385
next.	0.335716438936327	0.232037252405547	0.408101474974061	20	7	0.35	4	0.302146494907955
morning	0.818904859449547	0.401202576815017	0.911903874579493	22	9	0.409090909090909	6	0.67001386659454
slept	0.807746503742273	0.527950385754069	0.964979805035181	13	7	0.538461538461538	8	1.1184213900851
closed	0.572215818866319	0.631898852497187	0.852482904900804	6	4	0.666666666666667	10	1.71664461462283
hard	14.0382733797854	0.976792119226105	14.0722152602131	6	5	0.833333333333333	11	42.0888115008253
blue	0.373498424648459	0.218827117449042	0.432881485566128	24	8	0.333333333333333	4	0.280126361701716
hurt	31.4359949556921	0.99122093223154	31.4516183652096	5	5	1	12	112.907310704752
feel	0.998459746270176	0.620326397612865	1.17546871693689	11	7	0.636363636363636	10	1.63384126184351
feeling	0.248102244344051	0.358246661039315	0.435769886286757	8	4	0.5	8	0.558231082396069
being	0.828280289514554	0.415189495794868	0.926515275328319	21	10	0.476190476190476	8	0.709955605806346
seen	0.677262517128044	0.252969164969056	0.722964671012184	36	11	0.305555555555556	4	0.33863282893614
lost	28.7975307981009	0.982914526958797	28.8143002870949	9	7	0.777777777777778	12	57.5292545069366
t	0.692079421373104	0.228756379605994	0.728905622627903	42	12	0.285714285714286	4	0.296607159601694
shoes	0.0618978721800219	0.0139199415192594	0.0634437652753518	79	4	0.0506329113924051	7	0.014116441560238
fortune	0.0373542955680747	0.0429095011343658	0.0568908488685766	15	2	0.133333333333333	7	0.0448332745808501
part	0.52337763693287	0.485088510911901	0.713607044710294	10	6	0.6	10	0.942081350274366
intended	0.334737463226586	0.462586439213901	0.570995081442884	7	4	0.571428571428571	10	0.860764359085496
copenhagen	0.0960615522558008	0.14741848607794	0.175954630116135	10	3	0.3	4	0.172908377287918
east	0.0153044036936202	0.0224435751183978	0.0271650296615421	12	1	0.0833333333333333	7	0.0229588538800879
street	0.199056520868991	0.0769188727902801	0.213401057850692	43	7	0.162790697674419	5	0.0833283993388422
present	0.157077339660563	0.204480302020974	0.257847793377079	11	4	0.363636363636364	6	0.257039897994286
houses	0.685412794622971	0.552320706941108	0.88025499847987	10	6	0.6	10	1.23374191191025
market	0.163012092565516	0.328427591193852	0.366657367279023	6	3	0.5	8	0.489042710640385
party	0.233450826364361	0.456644535850779	0.512858187467624	5	3	0.6	10	0.840415834532531
often	0.602386454132076	0.436460156807408	0.743886354628288	14	7	0.5	8	0.774497423881786
case	0.289894158420348	0.42708066663664	0.51617489177704	7	4	0.571428571428571	10	0.745446421103362
half	0.286831513519134	0.232955332353431	0.369513875273412	17	6	0.352941176470588	4	0.303705041152531
company	0.319066004647943	0.364804129295742	0.484649531180239	10	5	0.5	8	0.574317539078575
seated	0.452735288212549	0.57594866322379	0.732588632086365	6	4	0.666666666666667	10	1.35820504093292
table	0.297113094038402	0.327130554577486	0.441916949649191	11	5	0.454545454545455	6	0.486172402095136
house	0.53294150499243	0.123634024733582	0.547094159917121	68	12	0.176470588235294	5	0.141075792788506
ourselves	0.163012092565516	0.328427591193852	0.366657367279023	6	3	0.5	8	0.489042710640385
conversation	0.0601964764417492	0.134044475993575	0.146940591125782	7	2	0.285714285714286	4	0.154793718935362
began	0.483910013533192	0.258389508428827	0.548574552147459	25	9	0.36	6	0.348416738120039
amongst	31.4359949556921	0.99122093223154	31.4516183652096	5	5	1	12	112.907310704752
things	0.553505850043359	0.311707104335869	0.635240147444786	22	9	0.409090909090909	6	0.452869855695814
spoke	0.589254191092787	0.370772764737926	0.696198926163938	18	8	0.444444444444444	6	0.589250979550335
middle	0.311931617904352	0.272367101217442	0.414107681737515	15	6	0.4	6	0.37431938780277
too	0.516260748465234	0.120229705497338	0.530075789382859	68	12	0.176470588235294	5	0.136660337645641
councillor	0.0294624454168074	0.0186056722230411	0.0348454692723401	28	2	0.0714285714285714	7	0.0189584061130518
opinion	0.248102244344051	0.358246661039315	0.435769886286757	8	4	0.5	8	0.558231082396069
hostess	0.0224046056488293	0.0746052115891351	0.0778967518612886	5	1	0.2	5	0.0806198743751853
boldly	0.26459137312342	0.487843091734986	0.554977005726261	5	3	0.6	10	0.952526625849109
hans	0.0224046056488293	0.0746052115891351	0.0778967518612886	5	1	0.2	5	0.0806198743751853
happy	0.33975966145939	0.184680957407053	0.386708783949608	27	8	0.296296296296296	4	0.22651372991328
turned	0.569595627404353	0.338903507207855	0.662793154729243	20	8	0.4	6	0.512638489090289
moment	0.246865452008865	0.12537135852466	0.276876378432433	31	7	0.225806451612903	5	0.143342388505802
reading	0.0783946326547813	0.220092213582539	0.233637113722841	5	2	0.4	6	0.282202867333254
antechamber	0.0783946326547813	0.220092213582539	0.233637113722841	5	2	0.4	6	0.282202867333254
female	0.0827980659687237	0.229630699488581	0.244101982531434	5	2	0.4	6	0.298078725795717
figures	0.203351783154239	0.289119274757806	0.353471219123267	9	4	0.444444444444444	6	0.40670574470746
servants	0.276898881260303	0.383865174446555	0.473313281660352	8	4	0.5	8	0.623021388381589
home	0.464592019084372	0.148374815408104	0.487709780550157	48	10	0.208333333333333	5	0.17422549038308
skin	0.334737463226586	0.462586439213901	0.570995081442884	7	4	0.571428571428571	10	0.860764359085496
fine	0.79762874432134	0.331140007285121	0.863634944981054	29	10	0.344827586206897	4	0.495081199192429
true	0.786999822681534	0.391694109574494	0.879086455575401	22	9	0.409090909090909	6	0.643909775886777
dame	0.113700207302604	0.185273136361155	0.217379557911397	9	3	0.333333333333333	4	0.227405213489172
herself	0.74770548072508	0.427821464934941	0.861449181185636	18	8	0.444444444444444	8	0.747706246768408
extremely	0.248102244344051	0.358246661039315	0.435769886286757	8	4	0.5	8	0.558231082396069
having	0.452735288212549	0.57594866322379	0.732588632086365	6	4	0.666666666666667	10	1.35820504093292
done	2.10310470040351	0.716209089025954	2.22171214158422	15	9	0.6	9	2.52372102604602
during	1.67358473733949	0.857650117183976	1.88054502646477	5	4	0.8	9	6.02494431479385
few	0.0400172369103319	0.0489391585993847	0.0632172483927714	14	2	0.142857142857143	5	0.0514574425410183
honor	1.67358473733949	0.857650117183976	1.88054502646477	5	4	0.8	9	6.02494431479385
pair	0.142518317891854	0.154863344396854	0.21046169811275	14	4	0.285714285714286	4	0.183240595908521
walking	1.67358473733949	0.857650117183976	1.88054502646477	5	4	0.8	9	6.02494431479385
galoshes	0.0139597815266201	0.0154460556410117	0.0208196093896162	16	1	0.0625	7	0.0156883792193511
wish	0.219740417002234	0.180154954795508	0.284150767378318	18	6	0.333333333333333	4	0.219742688998715
state	0.839464079922976	0.683406065314859	1.08247115046548	7	5	0.714285714285714	10	2.15862020854733
below	0.126576858637221	0.149126455787191	0.19560266091778	13	4	0.307692307692308	4	0.175262771773162
believe	0.405806657584236	0.448005778349006	0.604473507090086	9	5	0.555555555555556	8	0.811613166907865
tone	0.121997468028879	0.215378617838252	0.247530465250993	8	3	0.375	6	0.274500061730222
make	0.486567755295481	0.259440452700314	0.551414117511174	25	9	0.36	6	0.350330305842813
certain	0.0960615522558008	0.14741848607794	0.175954630116135	10	3	0.3	4	0.172908377287918
times	0.510941828681132	0.304566107307299	0.594829442795446	21	8	0.380952380952381	6	0.437951199254939
